Employee_ID,Company,Department,Employee_Type,Month,Performance,Role_Change,Team_Change,Leadership_Change,Technology_Change,Process_Change,Culture_Change,Location_Environment_Change,Adaptability_GroundTruth,role_change,team_change,leadership_change,technology_change,process_change,culture_change,location_environment_change
E043,Company A,Marketing,Stable Specialist,3,81.48,24.0,97.0,75.0,41.0,8.0,78.0,39.0,0.6,,,,,,,
E043,Company A,Marketing,Stable Specialist,4,82.8,24.0,97.0,75.0,41.0,8.0,78.0,39.0,0.6,,,,,,,
E043,Company A,Marketing,Stable Specialist,5,86.11,24.0,97.0,75.0,41.0,8.0,78.0,39.0,0.6,,,,,,,
E043,Company A,Marketing,Stable Specialist,6,92.51,24.0,97.0,75.0,41.0,8.0,78.0,39.0,0.6,,,,,,,
E044,Company A,IT,Resilient,-6,86.04,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,-5,88.16,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,-4,84.11,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,-3,86.48,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,-2,84.96,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,-1,85.8,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,0,76.16,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,1,78.58,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,2,82.88,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,3,84.66,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,4,93.46,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,5,97.85,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E044,Company A,IT,Resilient,6,100.0,52.0,41.0,99.0,62.0,26.0,37.0,59.0,0.9,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,-6,78.62,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,-5,78.3,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,-4,76.01,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,-3,78.77,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,-2,79.22,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,-1,75.87,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,0,61.29,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,1,69.4,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,2,67.86,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,3,69.91,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,4,80.07,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,5,83.56,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E045,Company A,Marketing,Rapid Adaptor,6,84.36,95.0,97.0,62.0,27.0,59.0,78.0,93.0,0.8,,,,,,,
E046,Company A,Marketing,Declining,-6,76.33,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,-5,77.78,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,-4,75.12,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,-3,74.67,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,-2,77.58,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,-1,76.98,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,0,49.2,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,1,48.47,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,2,52.71,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,3,47.82,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,4,48.16,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,5,52.84,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E046,Company A,Marketing,Declining,6,53.12,97.0,28.0,3.0,80.0,98.0,12.0,38.0,0.1,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,-6,78.15,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,-5,79.78,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,-4,80.57,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,-3,79.22,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,-2,82.39,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,-1,80.2,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,0,64.7,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,1,67.35,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,2,74.24,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,3,72.88,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,4,79.32,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,5,82.4,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E047,Company A,Marketing,Delayed Adaptor,6,82.34,17.0,14.0,79.0,26.0,71.0,59.0,45.0,0.5,,,,,,,
E048,Company A,Operations,Stable Specialist,-6,81.04,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,-5,82.72,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,-4,87.41,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,-3,87.46,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,-2,86.74,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,-1,83.95,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,0,70.75,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,1,73.65,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,2,74.16,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,3,82.31,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,4,83.87,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,5,84.5,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E048,Company A,Operations,Stable Specialist,6,87.81,63.0,76.0,80.0,71.0,20.0,17.0,93.0,0.6,,,,,,,
E049,Company A,IT,Resilient,-6,81.54,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,-5,80.64,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,-4,79.89,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,-3,80.86,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,-2,82.2,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,-1,83.39,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,0,77.44,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,1,80.35,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,2,84.47,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,3,90.32,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,4,96.28,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,5,100.0,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E049,Company A,IT,Resilient,6,100.0,76.0,29.0,32.0,76.0,25.0,21.0,65.0,0.9,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,-6,83.94,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,-5,80.21,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,-4,85.13,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,-3,77.69,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,-2,82.91,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,-1,84.14,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,0,71.51,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,1,76.48,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,2,83.86,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,3,87.71,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,4,87.63,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,5,94.86,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E050,Company A,Marketing,Rapid Adaptor,6,100.0,21.0,25.0,2.0,40.0,59.0,13.0,74.0,0.8,,,,,,,
E051,Company A,Marketing,Resilient,-6,79.63,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,-5,74.03,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,-4,73.56,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,-3,76.93,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,-2,78.58,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,-1,79.85,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,0,63.59,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,1,71.07,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,2,73.24,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,3,77.37,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,4,83.89,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,5,87.83,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E051,Company A,Marketing,Resilient,6,87.77,6.0,75.0,48.0,93.0,84.0,30.0,57.0,0.9,,,,,,,
E052,Company A,Sales,Rapid Adaptor,-6,67.98,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,-5,68.29,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,-4,73.95,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,-3,65.84,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,-2,71.82,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,-1,70.84,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,0,65.42,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,1,71.59,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,2,75.39,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,3,85.26,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,4,90.88,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,5,90.99,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E052,Company A,Sales,Rapid Adaptor,6,98.01,39.0,20.0,14.0,96.0,98.0,25.0,7.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,-6,81.51,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,-5,83.49,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,-4,82.02,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,-3,78.78,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,-2,81.3,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,-1,86.52,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,0,69.8,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,1,74.27,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,2,75.92,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,3,82.99,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,4,85.66,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,5,87.56,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E053,Company A,Finance,Rapid Adaptor,6,90.05,34.0,100.0,4.0,64.0,39.0,75.0,55.0,0.8,,,,,,,
E054,Company A,IT,Resilient,-6,77.67,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,-5,79.2,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,-4,77.85,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,-3,79.21,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,-2,77.59,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,-1,77.91,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,0,60.72,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,1,71.5,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,2,75.3,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,3,81.55,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,4,78.71,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,5,93.63,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E054,Company A,IT,Resilient,6,94.12,43.0,55.0,27.0,78.0,5.0,60.0,19.0,0.9,,,,,,,
E055,Company A,IT,Vulnerable,-6,75.86,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,-5,75.17,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,-4,75.6,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,-3,79.68,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,-2,74.76,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,-1,75.27,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,0,59.85,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,1,62.11,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,2,64.43,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,3,65.48,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,4,64.07,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,5,71.77,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E055,Company A,IT,Vulnerable,6,68.36,0.0,7.0,28.0,95.0,4.0,85.0,46.0,0.25,,,,,,,
E056,Company A,HR,Declining,-6,75.94,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,-5,74.2,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,-4,73.78,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,-3,69.7,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,-2,71.2,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,-1,75.16,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,0,53.9,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,1,54.28,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,2,54.18,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,3,55.57,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,4,52.54,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,5,53.38,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E056,Company A,HR,Declining,6,51.16,62.0,72.0,32.0,40.0,88.0,47.0,12.0,0.1,,,,,,,
E057,Company A,Finance,Rapid Adaptor,-6,92.26,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,-5,87.16,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,-4,87.7,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,-3,85.39,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,-2,88.39,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,-1,90.3,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,0,82.07,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,1,91.6,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,2,90.02,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,3,91.33,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,4,99.57,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,5,99.03,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E057,Company A,Finance,Rapid Adaptor,6,100.0,70.0,14.0,20.0,18.0,59.0,92.0,88.0,0.8,,,,,,,
E058,Company A,Sales,Stable Specialist,-6,87.09,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,-5,85.92,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,-4,84.08,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,-3,84.24,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,-2,84.02,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,-1,87.93,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,0,72.53,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,1,73.5,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,2,81.69,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,3,87.49,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,4,89.58,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,5,90.39,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E058,Company A,Sales,Stable Specialist,6,91.99,20.0,22.0,79.0,46.0,14.0,24.0,35.0,0.6,,,,,,,
E059,Company A,Finance,Delayed Adaptor,-6,73.65,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,-5,72.3,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,-4,74.18,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,-3,73.54,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,-2,68.04,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,-1,73.08,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,0,61.83,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,1,62.54,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,2,63.29,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,3,62.89,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,4,68.52,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,5,71.6,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E059,Company A,Finance,Delayed Adaptor,6,72.18,73.0,38.0,12.0,30.0,70.0,62.0,55.0,0.5,,,,,,,
E060,Company A,Finance,Rapid Adaptor,-6,83.67,23.0,18.0,99.0,59.0,38.0,73.0,88.0,0.8,,,,,,,
E060,Company A,Finance,Rapid Adaptor,-5,89.68,23.0,18.0,99.0,59.0,38.0,73.0,88.0,0.8,,,,,,,
E060,Company A,Finance,Rapid Adaptor,-4,82.75,23.0,18.0,99.0,59.0,38.0,73.0,88.0,0.8,,,,,,,
E060,Company A,Finance,Rapid Adaptor,-3,86.28,23.0,18.0,99.0,59.0,38.0,73.0,88.0,0.8,,,,,,,
